Timestamp,MAC_Address,RSSI,Device_Name,Payload_Hex,Payload_Length,Connectable
2026-01-05 19:38:29.017,C1:42:43:44:45:46,-67,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:30.103,C0:10:83:10:51:87,-53,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:32.672,E7:4F:E3:A1:19:CF,-66,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:34.109,C0:10:83:10:51:87,-55,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:36.611,C0:10:83:10:51:87,-60,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:37.157,E7:4F:E3:A1:19:CF,-65,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:38.433,C0:10:83:10:51:87,-60,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:39.002,E7:4F:E3:A1:19:CF,-70,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:40.186,C0:10:83:10:51:87,-59,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:40.998,E7:4F:E3:A1:19:CF,-71,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:42.542,C0:10:83:10:51:87,-61,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:43.013,E7:4F:E3:A1:19:CF,-77,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:44.674,C0:10:83:10:51:87,-64,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:45.509,C1:42:43:44:45:46,-67,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:47.421,E7:4F:E3:A1:19:CF,-66,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
